Source.Name;conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;clean_text;sentimen
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 13:45:33 +0000 2025;2.0;@DosenGarisLucu Ini maksudnya ngelucu? Soalnya menyedihkan kalo engga. Dosen gitu lho...;1.93714e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937144999730430055;90809267.0;;maksud ngelucu soal sedih kalo engga dosen begitu lho;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 06:07:55 +0000 2025;0.0;@DosenGarisLucu Kurikulum merdeka itu baru diimplementasikan blm 1-2 thn blm ada yg lulusan kurikulum merdeka. Itupun blm semua sekolah menerapkan. Bagaimana mungkin kita bsa menyimpulkan itu hasil kurikulim merdeka?. Ada2 aja;1.93703e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937029836398297208;236845088.0;;kurikulum merdeka baru implementasi thn ada lulus kurikulum merdeka itu semua sekolah terap bagaimana mungkin kita bsa simpul hasil kurikulim merdeka ada;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 13:30:03 +0000 2025;0.0;@DosenGarisLucu Kurikulum Merdeka baru kemarin diimplementasikan. Itu pun belum keseluruhan sekolah karena sifatnya opsional (bagi sekolah yg fasilitasnya mumpuni aja). Kayanya bukan karena KurMer ;1.93714e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937141102655803681;1.54925e+18;;kurikulum merdeka baru kemarin implementasi seluruh sekolah sifat opsional bagi sekolah fasilitas mumpuni kaya bukan kurmer;netral
kurikulum-merdeka_1.csv;1.93693e+18;Tue Jun 24 01:07:38 +0000 2025;1.0;@DosenGarisLucu yang dievaluasi dari era menteri yahya muhaimin sampai M Nuh jadi Kurmer belum tercakup dalam penelitian tsb meskipun aku yakin it's the worst ever. tadi cari-cari nemu full papernya barangkali minat baca https://t.co/puSmQJaDjo https://t.co/6o79hcDk7s;1.93732e+18;https://pbs.twimg.com/media/GuK4FkIXoAAjcQO.png;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937316655098413438;105400206.0;;evaluasi era menteri yahya muhaimin sampai m nuh kurmer cakup dalam teliti tsb meski aku yakin it s the worst ever tadi cari cari nemu full papernya barangkali minat baca;netral
kurikulum-merdeka_1.csv;1.93693e+18;Tue Jun 24 07:29:50 +0000 2025;0.0;@DosenGarisLucu mana kok diam aja akunnya jawab dong pertanyaan di komentarnya. jangan pengecut lah masa cuma bisa asbun terus ngendog gitu ;1.93741e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937412837766480231;285031271.0;;mana diam akun jawab tanya komentar jangan kecut masa cuma bisa asbun terus ngendog begitu;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 03:11:49 +0000 2025;0.0;@DosenGarisLucu PGP PSP PMM CB IKM....;1.93699e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1936985516756676662;218375747.0;;pgp psp pmm cb ikm;netral
kurikulum-merdeka_1.csv;1.93693e+18;Tue Jun 24 00:36:12 +0000 2025;0.0;@DosenGarisLucu Memang benar kiblat pendidikan kita mesti belajar ke China. Gausah muluk2 ke Europe;1.93731e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937308744259440791;528023230.0;;memang benar kiblat didik kita mesti ajar china gausah muluk europe;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 03:48:04 +0000 2025;3.0;@DosenGarisLucu Ada konten dimana Anak SMP dan Anak SMA ditanya 10 : 1/2 pada jawab ngawur. Itu soal sederhana banget dan gue berharap ada konten dimana suruh jawab jam berapa dgn gunain jam analog alias jam dinding !;1.93699e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1936994641653702722;1.90273e+18;;ada konten mana anak smp anak sma tanya jawab ngawur soal sederhana sangat saya harap ada konten mana suruh jawab jam berapa gunain jam analog alias jam dinding;negatif
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 22:12:46 +0000 2025;0.0;@DosenGarisLucu lu juga kayanya kagak pake kurmer tapi ngambil kesimpulan datanya ngaco bener ;1.93727e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937272645302755550;97671645.0;;kamu kaya kagak pake kurmer tapi ngambil simpul data ngaco bener;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 07:15:32 +0000 2025;0.0;@DosenGarisLucu 20 28 bukannya ga ngerasain kurikulum merdeka ya?;1.93705e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937046852857368844;1.44203e+18;;bukan ngerasain kurikulum merdeka;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 14:22:55 +0000 2025;0.0;@DosenGarisLucu Harus pakai data dari BPS pak agar terlihat bagusssss;1.93715e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937154404354044182;1.06326e+18;;harus pakai data bps pak agar lihat bagus;positif
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 04:15:48 +0000 2025;0.0;@DosenGarisLucu the kurikulum was a mistake;1.937e+18;;DosenGarisLucu;en;;0.0;0.0;0.0;https://x.com/undefined/status/1937001617813053603;1.34464e+18;;the kurikulum was a mistake;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 10:38:21 +0000 2025;0.0;@DosenGarisLucu @lunatictwister malam ini request bahas ini dong. Bentar juga gapapa;1.9371e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937097892101280151;1.78107e+18;;malam request bahas bentar gapapa;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 12:36:15 +0000 2025;0.0;@DosenGarisLucu Bonus demografi jadi bencana;1.93713e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937127560426754488;1.10321e+18;;bonus demografi bencana;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 12:03:31 +0000 2025;0.0;@DosenGarisLucu Data tahun berapa bang.;1.93712e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937119322410987678;2275973118.0;;data tahun berapa bang;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 10:43:04 +0000 2025;1.0;@DosenGarisLucu Infonya menyesatkan;1.9371e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937099078644666638;1229758292.0;;info sesat;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 04:39:34 +0000 2025;0.0;@DosenGarisLucu Hasil kumer atau hasil zonasi?;1.93701e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937007598735352071;242222324.0;;hasil kumer hasil zonasi;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 03:08:31 +0000 2025;1.0;@DosenGarisLucu Akhibat dari kebijakan ga napak tanah negara ini sekarang panen SDM ora mutu.;1.93698e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1936984688306057405;1.50777e+18;;akhibat bijak napak tanah negara sekarang panen sdm ora mutu;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 18:29:52 +0000 2025;0.0;@DosenGarisLucu Jadi bahan uji coba;1.93722e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937216553365434788;1.09478e+18;;bahan uji coba;netral
kurikulum-merdeka_1.csv;1.93693e+18;Mon Jun 23 16:10:42 +0000 2025;0.0;@DosenGarisLucu Nadiem harus tanggung jawab.;1.93718e+18;;DosenGarisLucu;in;;0.0;0.0;0.0;https://x.com/undefined/status/1937181531912761627;82480219.0;;nadiem harus tanggung jawab;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 00:08:35 +0000 2024;8.0;@tvOneNews Dulu yg mengusulkan nadiem jadi menteri pendidikan bener2 gak lihat latar belakangnya semoga di pemerintahan yg baru dapat menteri pendidikan yg mengerti dan paham memajukan murid dan tenaga pengajar lebih baik mencapai keilmuwan yg unggul;1.83293e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832934088891904501;95581423.0;;dulu usul nadiem menteri didik bener gak lihat latar belakang moga perintah baru dapat menteri didik erti paham maju murid tenaga ajar lebih baik capai keilmuwan unggul;positif
kurikulum-merdeka_10.csv;1.83292e+18;Sun Sep 08 23:04:13 +0000 2024;7.0;@tvOneNews Nadiem telah merusak sistem pendidikan Indonesia.;1.83292e+18;;tvOneNews;in;;1.0;1.0;0.0;https://x.com/undefined/status/1832917888929513859;121425273.0;;nadiem telah rusak sistem didik indonesia;netral
kurikulum-merdeka_10.csv;1.83292e+18;Sun Sep 08 23:04:34 +0000 2024;4.0;@tvOneNews Niat nya ingin merusak bangsa dan negara ini... Siapa sih nadim ini??? Apa dia benar org Indonesia.. Yg punya rasa terhadap bangsa dan negara ini....;1.83292e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832917975747400060;1.62255e+18;;niat ingin rusak bangsa negara siapa sih nadim dia benar org indonesia punya rasa hadap bangsa negara;netral
kurikulum-merdeka_10.csv;1.83292e+18;Sun Sep 08 23:42:16 +0000 2024;4.0;@tvOneNews Ucapan seorang negarawan sejati yg sllu tulus mengabdi pada bangsa dan negeri ini perlu dipahami dan diteladani ;1.83293e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832927466148761996;1.75196e+18;;ucap orang negarawan sejati sllu tulus abdi bangsa negeri perlu paham teladan;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 00:10:58 +0000 2024;3.0;@tvOneNews Kalau menterinya membuat program seperti itu dan dijalankan artinya atasan menteri sdh setuju....;1.83293e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832934689608478800;69804623.0;;kalau menteri buat program seperti jalan arti atas menteri tuju;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 01:39:56 +0000 2024;3.0;@tvOneNews Inilah akibat buruknya bila suatu urusan diberikan kepada orang yang bukan ahlinya tunggu kehancurannya...;1.83296e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832957078543167855;305025889.0;;ini akibat buruk bila suatu urus beri kepada orang bukan ahli tunggu hancur;negatif
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 11:44:30 +0000 2024;3.0;@tvOneNews Emang bangke si nadiem spp sekolah sekarang mahal banget. Sekolah SMA saja spp nya setara bayar kuliah jaman SBY trus biaya kuliah sekarang lebih gila lagi. Pendidikan sekarang dijadikan ajang komersil;1.83311e+18;;tvOneNews;in;;0.0;1.0;0.0;https://x.com/undefined/status/1833109221749198990;2518915579.0;;emang bangke nadiem spp sekolah sekarang mahal sangat sekolah sma spp tara bayar kuliah jaman sby trus biaya kuliah sekarang lebih gila didik sekarang jadi ajang komersil;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 00:47:47 +0000 2024;2.0;@tvOneNews Anaknya yg merdeka belajar ortunya yg mumet jadi ikutan sekolah lagi .;1.83294e+18;;tvOneNews;in;;0.0;1.0;0.0;https://x.com/undefined/status/1832943951898456377;193416229.0;;anak merdeka ajar ortunya mumet ikut sekolah;netral
kurikulum-merdeka_10.csv;1.83292e+18;Sun Sep 08 23:25:45 +0000 2024;1.0;@tvOneNews Mungkin anak2 Indonesia di suruh jdi tukang ojol aza;1.83292e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832923308825923922;1.07395e+18;;mungkin anak indonesia suruh jdi tukang ojol aza;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 04:05:24 +0000 2024;1.0;@tvOneNews Betul kata Pak JK. Bukan sistem nya yg salah .. tp penerapan sistem nya belum cocok utk di Indonesia dg kondisi sosial ekonomi yg berbeda dg negara maju;1.83299e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832993682913706391;81565069.0;;betul kata pak jk bukan sistem salah tapi terap sistem cocok utk indonesia kondisi sosial ekonomi beda negara maju;negatif
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 10:50:34 +0000 2024;1.0;@tvOneNews Mereka sekarang punya misi membodohi generasi bangsa;1.8331e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1833095648822071598;1.65761e+18;;mereka sekarang punya misi bodoh generasi bangsa;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 11:37:22 +0000 2024;1.0;@tvOneNews Kayaknya memang tugasnya menteri skrg memperbodoh rakyta...;1.83311e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1833107424179548458;1.59746e+18;;kayak memang tugas menteri skrg bodoh rakyta;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 02:06:59 +0000 2024;0.0;@tvOneNews Emang benar. Pendidikan kita skrg ini sdh rusak dimulai dari aturan dan kebijakan2 dari pusat. Generasi skrg yg msh sekolah menjadi korban atas rusaknya sistem pendidikan kita.;1.83296e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832963882333491540;98551340.0;;emang benar didik kita skrg rusak mulai atur bijak pusat generasi skrg msh sekolah jadi korban atas rusak sistem didik kita;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 02:21:49 +0000 2024;0.0;@tvOneNews Nadiem kan manusia langka dia lahir dari lobang pantat @nadiemmakarim;1.83297e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1832967618975957203;116969718.0;;nadiem manusia langka dia lahir lobang pantat;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 03:01:09 +0000 2024;0.0;@tvOneNews ;1.83298e+18;;tvOneNews;qme;;0.0;0.0;0.0;https://x.com/undefined/status/1832977515750494356;1.74576e+18;;;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 06:27:19 +0000 2024;0.0;@tvOneNews Sabar pak bukan depan udah gak jadi menteri;1.83303e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1833029400058900981;8.84709e+17;;sabar pak bukan depan gak menteri;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 11:43:34 +0000 2024;0.0;@tvOneNews Menyala p Yusuf kala Terima kasih sudah membela rakyat;1.83311e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1833108987648364916;1.53859e+18;;nyala p yusuf kala terima kasih bela rakyat;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 13:12:07 +0000 2024;0.0;@tvOneNews Emg bener gak ada UN anak2 pd males belajar;1.83313e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1833131272497246716;7.88018e+17;;emg bener gak ada un anak pd males ajar;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 14:35:38 +0000 2024;0.0;@tvOneNews Ancuuuuur?;1.83315e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1833152288732684788;1.31918e+18;;ancur;netral
kurikulum-merdeka_10.csv;1.83292e+18;Mon Sep 09 15:20:56 +0000 2024;0.0;@tvOneNews Pdhl kurikulum merdeka klo dibaca tuh mirip kurikulum cikal cuma lagi2 sebenernya sistemnya belum siap jd mungkin ga jelas eksekusinya pengajar belum siap ortu ga dikasih pengetahuan yg jelas jd marah2 korbannya ke anak jd ga jelas mau kmn arahnya;1.83316e+18;;tvOneNews;in;;0.0;0.0;0.0;https://x.com/undefined/status/1833163689601749487;1.5729e+18;;pdhl kurikulum merdeka kalau baca tuh mirip kurikulum cikal cuma sebenernya sistem siap jd mungkin jelas eksekusi ajar siap ortu kasih tahu jelas jd marah korban anak jd jelas mau kmn arah;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 10:29:02 +0000 2024;10.0;@PartaiSocmed eaakk emang bener ternyata lu buzzer ;1.78815e+18;;PartaiSocmed;in;;0.0;2.0;0.0;https://x.com/undefined/status/1788154132064526773;116374572.0;;eaakk emang bener nyata kamu buzzer;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 06:46:38 +0000 2024;29.0;@PartaiSocmed Sejahterakan dulu gurunya Sistem gaji guru di Indonesia itu paling miris. guru honorer dgn gaji 500rb/bln dia harus mikirin anak murid dgn konsep merdeka belajar guru aja blm merdeka dr sistem gaji yang kelewat kolonial. kasian mrk banyak tuntutan.;1.7881e+18;;PartaiSocmed;in;;3.0;9.0;4.0;https://x.com/undefined/status/1788098166807802246;2961824143.0;;sejahtera dulu guru sistem gaji guru indonesia paling miris guru honorer gaji rb bln dia harus mikirin anak murid konsep merdeka ajar guru merdeka sistem gaji lewat kolonial kasi mrk banyak tuntut;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 12:26:45 +0000 2024;24.0;@PartaiSocmed Sekolah anakku merdeka belajar dulu awal2 banyak dicibir sekolah kok gak pake seragam gak ada LKS ternyata sekarang banyak yg mulai aware sama kurikulum merdeka belajar terutama sekolah swasta sih yang mengutamakan kebutuhan dan minat anak daripada nilai akademik semata ;1.78818e+18;;PartaiSocmed;in;;0.0;4.0;6.0;https://x.com/undefined/status/1788183759030022426;8.08468e+17;;sekolah anak merdeka ajar dulu awal banyak cibir sekolah gak pake seragam gak ada lks nyata sekarang banyak mulai aware sama kurikulum merdeka ajar utama sekolah swasta sih utama butuh minat anak daripada nilai akademik semata;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 13:43:51 +0000 2024;12.0;@PartaiSocmed Di balik beberapa kekurangan mengenai Kurikulum Merdeka sy malah senang dg adanya kurikulum ini karena siswa bisa fokus mengembangkan bakat dan minatnya guru seperti sy juga bisa mengeksplor konten pembelajaran yg tidak sestrict K13;1.7882e+18;;PartaiSocmed;in;;0.0;1.0;7.0;https://x.com/undefined/status/1788203159904833807;1353329744.0;;balik beberapa kurang kena kurikulum merdeka sy malah senang ada kurikulum siswa bisa fokus kembang bakat minat guru seperti sy bisa mengeksplor konten ajar sestrict k;negatif
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 12:55:08 +0000 2024;11.0;@PartaiSocmed Seperti sekolah anakku..tiap tahun pasti dpt kunjungan dr disdik saat ada exhibition(biasanya saat tema engineer atau science) pdhl tdk terdaftar diknas karena menerapkan kurikulum mandiri based by weekly project..anak2 dibiasakan berani untuk mengeluarkan ide -cont;1.78819e+18;;PartaiSocmed;in;;0.0;2.0;5.0;https://x.com/undefined/status/1788190899949977913;465585330.0;;seperti sekolah anak tiap tahun pasti dpt kunjung disdik saat ada exhibition biasa saat tema engineer science pdhl daftar diknas terap kurikulum mandiri based by weekly project anak biasa berani keluar ide cont;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 08:05:56 +0000 2024;6.0;@PartaiSocmed Kalau boleh usul ke @prabowo @gibran_tweet Mendiknas @nadiemmakarim dipertahankan kasihan anak2 ku nanti kalau kurikulum berubah lagi. Program Nadiem sdh bagus lanjutkan;1.78812e+18;;PartaiSocmed;in;;0.0;5.0;2.0;https://x.com/undefined/status/1788118123109122465;18233723.0;;kalau boleh usul mendiknas tahan kasihan anak ku nanti kalau kurikulum ubah program nadiem bagus lanjut;positif
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 10:15:44 +0000 2024;8.0;@PartaiSocmed Sebelum menghina guru tidak mau berubah coba benahi dulu sistem gaji guru. Guru honorer SD Negeri di Jawa Timur tahun 2024 aja masih ada yg digaji 100 ribu/bulan. Gimana mau maksimal mendidik kalau gaji untuk hidup saja gak bisa?;1.78815e+18;;PartaiSocmed;in;;0.0;4.0;1.0;https://x.com/undefined/status/1788150786620633307;1.6057e+18;;belum hina guru mau ubah coba benah dulu sistem gaji guru guru honorer sd negeri jawa timur tahun masih ada gaji ribu bulan gimana mau maksimal didik kalau gaji hidup gak bisa;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 07:42:06 +0000 2024;4.0;@PartaiSocmed Guru ini salah pilih jalur kehidupan Harusnya mereka masuk ke jalur pemerintahan Lebih banyak job utk mensejahterakan keluarga mereka Ngapain jg cari masa depan dengan menjadi guru Sudah dibilang guru pahlawan tanpa tanda jasa Eh ngeyel;1.78811e+18;;PartaiSocmed;in;;0.0;1.0;1.0;https://x.com/undefined/status/1788112124889477607;1.51478e+18;;guru salah pilih jalur hidup harus mereka masuk jalur perintah lebih banyak job utk sejahtera keluarga mereka ngapain cari masa depan jadi guru bilang guru pahlawan tanpa tanda jasa eh ngeyel;negatif
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 12:26:09 +0000 2024;4.0;@PartaiSocmed Pro kontra selalu ada menyebut guru tidak mau berubah itu wadiwaw bgt. Gini amat dah ngecounter org yg kontra sma kumer;1.78818e+18;;PartaiSocmed;in;;0.0;1.0;1.0;https://x.com/undefined/status/1788183606315393456;1.03651e+18;;pro kontra selalu ada sebut guru mau ubah wadiwaw bgt gin amat ngecounter org kontra sma kumer;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 06:43:39 +0000 2024;0.0;@PartaiSocmed Monggo ditanggapi pak @zanatul_91;1.7881e+18;;PartaiSocmed;in;;0.0;0.0;0.0;https://x.com/undefined/status/1788097415658209379;1.43448e+18;;monggo tanggap pak;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 09:33:05 +0000 2024;0.0;@PartaiSocmed Buzzerp;1.78814e+18;;PartaiSocmed;en;;0.0;0.0;0.0;https://x.com/undefined/status/1788140052415177041;1.6906e+18;;buzzerp;netral
kurikulum-merdeka_11.csv;1.78808e+18;Wed May 08 09:37:40 +0000 2024;0.0;@PartaiSocmed Makan gratis;1.78814e+18;;PartaiSocmed;in;;0.0;0.0;0.0;https://x.com/undefined/status/1788141206788358486;1.04264e+18;;makan gratis;netral
