Source.Name;conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;clean_text;sentimen;tokens;topic
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 13:41:29 +0000 2024;10.0;@tamerlane9470 sebagai alumni kurtilas dan temen2 lulusan kurtilas jadi orang semua kok kelahiran 90an masih bagus2 kualitas pendidikannya. yg 2005 keatas yg mengkhawatirkan banyak sih faktornya.;1.85307e+18;;tamerlane9470;in;;1.0;2.0;0.0;https://x.com/undefined/status/1853069993090678833;1.07051e+18;;bagai alumni kurtilas temen lulus kurtilas orang semua lahir an masih bagus kualitas didik atas khawatir banyak sih faktor;positif;['alumni', 'kurtilas', 'temen', 'lulus', 'kurtilas', 'orang', 'lahir', 'an', 'bagus', 'kualitas', 'didik', 'khawatir', 'sih', 'faktor'];4
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 15:28:22 +0000 2024;6.0;@tamerlane9470 Kata guru saya waktu SD KTSP itu kurikulum yang paling bagus diantara kurikulum yang pernah ada di Indonesia;1.8531e+18;;tamerlane9470;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853096891501953291;354630024.0;;kata guru saya waktu sd ktsp kurikulum paling bagus antara kurikulum pernah ada indonesia;positif;['guru', 'sd', 'ktsp', 'kurikulum', 'bagus', 'kurikulum', 'indonesia'];0
kurikulum_2013_11.csv;1.85302e+18;Mon Nov 04 02:57:05 +0000 2024;6.0;@tamerlane9470 M Nuh sosok MU yang ga seperti tokoh2 MU yang menjadi Mendikbud. Kek AM Fadjar jauh lah;1.85327e+18;;tamerlane9470;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853270211375567353;2862109627.0;;m nuh sosok mu seperti tokoh mu jadi mendikbud kek am fadjar jauh;netral;['m', 'nuh', 'sosok', 'mu', 'tokoh', 'mu', 'mendikbud', 'kek', 'am', 'fadjar'];1
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 12:36:05 +0000 2024;5.0;@tamerlane9470 Yah dulu juga kurikulum 1994 era Wardiman juga dianggap penyebab turunnya moralitas gara2 terlalu menitikberatkan pada sains ya sekalian itu juga.Kira2 1993 anak2 kelas dua di sawangan Depok juga bacanya blum lancar kurikulumnya masih CBSA yg katanya keseringan blajar kelompok;1.85305e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853053533895176524;1.77551e+18;;yah dulu kurikulum era wardiman anggap sebab turun moralitas gara terlalu menitikberatkan sains sekali kira anak kelas dua sawangan depok baca blum lancar kurikulum masih cbsa kata sering blajar kelompok;positif;['yah', 'kurikulum', 'era', 'wardiman', 'anggap', 'turun', 'moralitas', 'gara', 'menitikberatkan', 'sains', 'anak', 'kelas', 'sawangan', 'depok', 'baca', 'blum', 'lancar', 'kurikulum', 'cbsa', 'blajar', 'kelompok'];0
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 23:10:15 +0000 2024;3.0;@tamerlane9470 Gara gara di SD pake buku tema tema gitu gatau dah siapa itu Mendikbud nya;1.85321e+18;;tamerlane9470;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853213126466142264;1.17999e+18;;gara gara sd pake buku tema tema begitu gatau siapa mendikbud;netral;['gara', 'gara', 'sd', 'pake', 'buku', 'tema', 'tema', 'gatau', 'mendikbud'];0
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 13:06:10 +0000 2024;1.0;@tamerlane9470 Berarti tepat disalahkn klo gitu krn tdk berusaha diperbaiki kan kurikulum bisa ganti klo tdk berarti stuju dg kurikulum itu..;1.85306e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853061105372868621;7.81878e+17;;arti tepat disalahkn kalau begitu krn usaha baik kurikulum bisa ganti kalau arti stuju kurikulum;positif;['arti', 'disalahkn', 'krn', 'usaha', 'kurikulum', 'ganti', 'arti', 'stuju', 'kurikulum'];3
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 23:12:55 +0000 2024;1.0;@tamerlane9470 Betul. Tapi seburuk apakah kurikulum 2013? Aku udah gak ngikutin kurikulum selepas tahun 2000an. Dulu perasaan dari kurikulum 1975 lanjut ke 1994 (CBSA) lalu 2004 (KBK) masih baik2 saja. Gak sempurna sih tapi OK lah...;1.85321e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853213800666939529;1.41095e+18;;betul tapi buruk apakah kurikulum aku gak ngikutin kurikulum lepas tahun an dulu asa kurikulum lanjut cbsa lalu kbk masih baik gak sempurna sih tapi ok;positif;['buruk', 'kurikulum', 'gak', 'ngikutin', 'kurikulum', 'lepas', 'an', 'asa', 'kurikulum', 'cbsa', 'kbk', 'gak', 'sempurna', 'sih', 'ok'];3
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 13:34:55 +0000 2024;0.0;@tamerlane9470 Era Anies pakai 3 kurikulum;1.85307e+18;;tamerlane9470;lt;;0.0;0.0;0.0;https://x.com/undefined/status/1853068342275534939;9.06303e+17;;era anies pakai kurikulum;netral;['era', 'anies', 'pakai', 'kurikulum'];0
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 14:11:12 +0000 2024;0.0;@tamerlane9470 Hidup kurikulum 1994!! Walaupun gue nggak jadi apa-apa jugak sih;1.85308e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853077471920611734;1.24998e+18;;hidup kurikulum walaupun saya nggak jugak sih;netral;['hidup', 'kurikulum', 'nggak', 'jugak', 'sih'];0
kurikulum_2013_11.csv;1.85302e+18;Sun Nov 03 15:35:06 +0000 2024;0.0;@tamerlane9470 dari mana datanya????;1.8531e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853098584620831206;1.51498e+18;;mana data;netral;['data'];0
kurikulum_2013_11.csv;1.85302e+18;Mon Nov 04 02:25:33 +0000 2024;0.0;"@tamerlane9470 The root cause is low IQ which started a long time ago hehehe. We can fix it using eugenics -&gt; politically impossible hehe.";1.85326e+18;;tamerlane9470;en;;0.0;0.0;0.0;https://x.com/undefined/status/1853262279011340357;1.12524e+18;;the root cause is low iq which started a long time ago hehehe we can fix it using eugenics gt politically impossible;netral;['the', 'root', 'cause', 'is', 'low', 'iq', 'which', 'started', 'a', 'long', 'time', 'ago', 'hehehe', 'we', 'can', 'fix', 'it', 'using', 'eugenics', 'gt', 'politically', 'impossible'];2
kurikulum_2013_11.csv;1.85302e+18;Mon Nov 04 03:08:25 +0000 2024;0.0;@tamerlane9470 Banyak orang yg nyalahin Nadiem Muhadjir dan jg Anies atas bobroknya pendidikan Indonesia saat ini Pdhl kan yg memulai semua ini adalah VOC waktu berdagang ke nusantara;1.85327e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853273066887163976;1.46966e+18;;banyak orang nyalahin nadiem muhadjir anies atas bobrok didik indonesia saat pdhl mulai semua voc waktu dagang nusantara;netral;['orang', 'nyalahin', 'nadiem', 'muhadjir', 'anies', 'bobrok', 'didik', 'indonesia', 'pdhl', 'voc', 'dagang', 'nusantara'];0
kurikulum_2013_11.csv;1.85302e+18;Mon Nov 04 06:56:02 +0000 2024;0.0;@tamerlane9470 Hah? I have juniors that are from generations whose that curriculum implemented for. They are just amazing juniors. Kalo pas di SMAnya clueless ya berarti di SMPnya bermasalah. Kalo pas di SMPnya clueless ya berarti di SDnya bermasalah. Ya 2 menteri terakhir lah yg salah.;1.85333e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853330347884163414;1.51265e+18;;hah i have juniors that are from generations whose that curriculum implemented for they are just amazing juniors kalo pas smanya clueless arti smpnya masalah kalo pas smpnya clueless arti sdnya masalah menteri akhir salah;negatif;['hah', 'i', 'have', 'juniors', 'that', 'are', 'from', 'generations', 'whose', 'that', 'curriculum', 'implemented', 'for', 'they', 'are', 'just', 'amazing', 'juniors', 'kalo', 'pas', 'smanya', 'clueless', 'arti', 'smpnya', 'kalo', 'pas', 'smpnya', 'clueless', 'arti', 'sdnya', 'menteri', 'salah'];0
kurikulum_2013_11.csv;1.85302e+18;Mon Nov 04 08:48:47 +0000 2024;0.0;@tamerlane9470 Yg dulu dikritik gagal jalanin UN terus disuruh mundur giliran diinterview wartawan di tv ditanya soal mundur malah cengengesan mundur ini sudah mundur .Itu bukan si?;1.85336e+18;;tamerlane9470;in;;0.0;0.0;0.0;https://x.com/undefined/status/1853358719733772651;2188298173.0;;dulu kritik gagal jalanin un terus suruh mundur gilir diinterview wartawan tv tanya soal mundur malah cengengesan mundur mundur bukan;negatif;['kritik', 'gagal', 'jalanin', 'un', 'suruh', 'mundur', 'gilir', 'diinterview', 'wartawan', 'tv', 'mundur', 'cengengesan', 'mundur', 'mundur'];4
kurikulum_2013_2.csv;1.853e+18;Sun Nov 03 10:52:58 +0000 2024;38.0;@berkunjung Mending hapus sebelum lu makin keliatan bloonnya K13 itu produk M. Nuh Anies dateng kaji ulang dan bikin permendikbud agar K13 dihentikan dan kembali ke KTSP tapi keburu direshuffle jadi M. Effendy alhamdulillah terbukti betul gw pinter dan lu yang paok ;1.85303e+18;;berkunjung;in;;1.0;4.0;0.0;https://x.com/undefined/status/1853027585493803425;289838263.0;;mending hapus belum kamu makin liat bloonnya k produk m nuh anies dateng kaji ulang bikin permendikbud agar k henti kembali ktsp tapi keburu direshuffle m effendy alhamdulillah bukti betul gw pinter kamu paok;netral;['mending', 'hapus', 'liat', 'bloonnya', 'k', 'produk', 'm', 'nuh', 'anies', 'dateng', 'kaji', 'ulang', 'bikin', 'permendikbud', 'k', 'henti', 'ktsp', 'keburu', 'direshuffle', 'm', 'effendy', 'alhamdulillah', 'bukti', 'gw', 'pinter', 'paok'];1
kurikulum_2013_2.csv;1.853e+18;Sun Nov 03 10:19:20 +0000 2024;5.0;@berkunjung M Nuh;1.85302e+18;;berkunjung;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853019120142615033;546025427.0;;m nuh;netral;['m', 'nuh'];1
kurikulum_2013_2.csv;1.853e+18;Sun Nov 03 11:56:57 +0000 2024;1.0;@berkunjung Produk m. Nuh;1.85304e+18;;berkunjung;in;;0.0;1.0;0.0;https://x.com/undefined/status/1853043686738887000;566371512.0;;produk m nuh;netral;['produk', 'm', 'nuh'];1
kurikulum_2013_2.csv;1.853e+18;Sun Nov 03 09:01:29 +0000 2024;0.0;@berkunjung tolongg anak abah pinternya kebangetaaan;1.853e+18;;berkunjung;in;;0.0;0.0;0.0;https://x.com/undefined/status/1852999529827827877;1.60185e+18;;tolongg anak abah pinternya banget;netral;['tolongg', 'anak', 'abah', 'pinternya', 'banget'];3
kurikulum_2013_3.csv;3.02387e+17;Fri Feb 15 12:22:28 +0000 2013;0.0;harus beLajar Lagi deh RT @detikcom ICW dkk: Banyak Guru Tidak Siap Kurikulum 2013 akan Gagal http://t.co/xrVo4kSJ;3.02392e+17;;detikcom;in;;0.0;0.0;0.0;https://x.com/undefined/status/302392432241295360;382989997.0;;harus ajar icw banyak guru siap kurikulum gagal;negatif;['ajar', 'icw', 'guru', 'kurikulum', 'gagal'];4
kurikulum_2013_3.csv;3.02387e+17;Fri Feb 15 12:25:34 +0000 2013;0.0;siap tidak siap harus siap. RT @detikcom ICW dkk: Banyak Guru Tidak Siap Kurikulum 2013 akan Gagal http://t.co/08p9J1XC;3.02393e+17;;detikcom;in;;0.0;0.0;0.0;https://x.com/undefined/status/302393211064811520;255445635.0;;siap siap harus siap icw banyak guru siap kurikulum gagal;negatif;['icw', 'guru', 'kurikulum', 'gagal'];4
kurikulum_2013_3.csv;3.02387e+17;Fri Feb 15 19:52:48 +0000 2013;0.0;@detikcom Ini proyek gede harus direalisasikan ! Agar fee bisa didapat. Soal gagal urusan guru dan siswa ! Paham !;3.02506e+17;;detikcom;in;;0.0;0.0;0.0;https://x.com/undefined/status/302505763455262720;547929759.0;;proyek gede harus realisasi agar fee bisa dapat soal gagal urus guru siswa paham;negatif;['proyek', 'gede', 'realisasi', 'fee', 'gagal', 'urus', 'guru', 'siswa', 'paham'];4
kurikulum_2013_5.csv;;;;;;;;;;;;;;;;;netral;['nan'];0
kurikulum_2013_6.csv;5.40838e+17;Fri Dec 05 13:31:10 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan kemarin K13 blm siap tp dipaksakan untk dilaksanakan. skrang dah jalan d hentikan. kasihan siswa buat coba2;5.40861e+17;;Kemdikdasmen;in;;0.0;1.0;3.0;https://x.com/undefined/status/540860935108177921;117495229.0;;kemarin k siap tapi paksa untk laksana skrang jalan d henti kasihan siswa buat coba;netral;['kemarin', 'k', 'paksa', 'untk', 'laksana', 'skrang', 'jalan', 'd', 'henti', 'kasihan', 'siswa', 'coba'];0
kurikulum_2013_6.csv;5.40838e+17;Fri Dec 05 12:05:12 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan Lalu Buku pendamping yg sdh dibeli Sekolah utk th ajaran sd Jun 2015 bagaimana ?;5.40839e+17;;Kemdikdasmen;in;;0.0;0.0;2.0;https://x.com/undefined/status/540839303635402752;99922113.0;;lalu buku damping beli sekolah utk th ajar sd jun bagaimana;netral;['buku', 'damping', 'beli', 'sekolah', 'utk', 'th', 'ajar', 'sd', 'jun'];0
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 07:04:30 +0000 2014;1.0;@kemdikbud_ri @aniesbaswedan seperti nya ijasah paket c tidak ada guna nya sama selali.. :( nasib orang ga punya :(;5.41126e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541126016953884672;2303912976.0;;seperti ijasah paket c ada guna sama lali nasib orang punya;netral;['ijasah', 'paket', 'c', 'lali', 'nasib', 'orang'];2
kurikulum_2013_6.csv;5.40838e+17;Mon Dec 08 07:56:47 +0000 2014;1.0;@kemdikbud_ri @aniesbaswedan : pak menteri ini blum 2 bln pemerintahan baru lho?;5.41864e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541863949030162433;78216313.0;;pak menteri blum bln perintah baru lho;netral;['menteri', 'blum', 'bln', 'perintah', 'lho'];1
kurikulum_2013_6.csv;5.40838e+17;Fri Dec 05 23:09:56 +0000 2014;0.0;@Kemdikbud_RI @PDI_Perjuangan @aniesbaswedan salut Anies;5.41007e+17;;Kemdikdasmen;en;;0.0;0.0;0.0;https://x.com/undefined/status/541006586194309120;2427107240.0;;salut anies;netral;['salut', 'anies'];0
kurikulum_2013_6.csv;5.40838e+17;Fri Dec 05 23:26:31 +0000 2014;0.0;@Kemdikbud_RI mohon dipertimbangkan lagi utk kurikulum 2013 trsbt krn bukan hanya siswa saja yg bingung tentang materi kurikulum tersebut;5.41011e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541010761770733568;269615503.0;;mohon timbang utk kurikulum trsbt krn bukan hanya siswa bingung tentang materi kurikulum sebut;netral;['mohon', 'timbang', 'utk', 'kurikulum', 'trsbt', 'krn', 'siswa', 'bingung', 'materi', 'kurikulum'];3
kurikulum_2013_6.csv;5.40838e+17;Fri Dec 05 23:28:54 +0000 2014;0.0;"@Kemdikbud_RI untuk penerapan materi mungkin siswa sd yang baru menginjakkan kaki dibangku sekolah msih bingung &amp; perlu bimbingan lebih";5.41011e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541011360356646912;269615503.0;;terap materi mungkin siswa sd baru injak kaki bang sekolah msih bingung amp perlu bimbing lebih;netral;['terap', 'materi', 'siswa', 'sd', 'injak', 'kaki', 'bang', 'sekolah', 'msih', 'bingung', 'amp', 'bimbing'];4
kurikulum_2013_6.csv;5.40838e+17;Fri Dec 05 23:39:28 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan trs dana milyaran itu sia2 dong ?;5.41014e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541014017938976770;71902090.0;;trs dana milyaran sia;netral;['trs', 'dana', 'milyaran', 'sia'];1
kurikulum_2013_6.csv;5.40838e+17;Fri Dec 05 23:45:34 +0000 2014;0.0;@Kemdikbud_RI @MuhamadIqbal_15 @aniesbaswedan cakep;5.41016e+17;;Kemdikdasmen;en;;0.0;0.0;0.0;https://x.com/undefined/status/541015556665524224;1332782634.0;;cakep;netral;['cakep'];3
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 01:02:10 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan bukannya tdk mau ada perubahan. Tp segala sesuatunya hrs direncanakan dg matang. Jgn trburu2.;5.41035e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541034831883145218;1651524246.0;;bukan mau ada ubah tapi segala sesuatu hrs rencana matang jgn trburu;netral;['ubah', 'hrs', 'rencana', 'matang', 'jgn', 'trburu'];4
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 01:02:51 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan Gagal dlm perencanaan sama saja merencanakan kegagalan.;5.41035e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541035001706344448;1651524246.0;;gagal dlm rencana sama rencana gagal;negatif;['gagal', 'dlm', 'rencana', 'rencana', 'gagal'];4
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 01:11:35 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan K13 semakin cepat dihentikan semakin baik jika ada yg brkata sayang K13 sdh menelan biaya trilyunan waktu dll;5.41037e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541037201274834944;2498977927.0;;k makin cepat henti makin baik jika ada brkata sayang k tel biaya trilyunan waktu dll;positif;['k', 'cepat', 'henti', 'brkata', 'sayang', 'k', 'tel', 'biaya', 'trilyunan', 'dll'];3
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 01:13:30 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan jwbnya: sayang mana dg siswa ke depan akhrnya guru jg hmpir setiap menit berkubang dg penilaian yg mengada2.;5.41038e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541037682663518208;2498977927.0;;jwbnya sayang mana siswa depan akhrnya guru hmpir tiap menit kubang nilai ada;netral;['jwbnya', 'sayang', 'siswa', 'akhrnya', 'guru', 'hmpir', 'menit', 'kubang', 'nilai'];2
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 01:14:57 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan trs kpn waktu mengajarnya waktu utk curhat siswa dll. Biarin dana K13 hilang wong itu semacam prog memaksa;5.41038e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541038047500840960;2498977927.0;;trs kpn waktu ajar waktu utk curhat siswa dll biarin dana k hilang wong macam prog paksa;netral;['trs', 'kpn', 'ajar', 'utk', 'curhat', 'siswa', 'dll', 'biarin', 'dana', 'k', 'hilang', 'prog', 'paksa'];3
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 01:17:17 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan belum ada evaluasi sosialisasi dan kajian yg dalam dipaksanakan jalan. Terus lanjutkan pak menteri kami dukung;5.41039e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541038634502082560;2498977927.0;;ada evaluasi sosialisasi kaji dalam dipaksanakan jalan terus lanjut pak menteri kami dukung;netral;['evaluasi', 'sosialisasi', 'kaji', 'dipaksanakan', 'jalan', 'menteri', 'dukung'];1
kurikulum_2013_6.csv;5.40838e+17;Sat Dec 06 01:19:17 +0000 2014;0.0;@Kemdikbud_RI @aniesbaswedan Thn pertama hanya sekolah inti yg melaksanakan tahun kedua ada intruksi seluruh sekolah wajib melaksanakan ;5.41039e+17;;Kemdikdasmen;in;;0.0;0.0;0.0;https://x.com/undefined/status/541039139664039937;2498977927.0;;thn pertama hanya sekolah inti laksana tahun dua ada intruksi seluruh sekolah wajib laksana;netral;['thn', 'sekolah', 'inti', 'laksana', 'intruksi', 'sekolah', 'wajib', 'laksana'];2
